"obs";"bio1";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19"
0;-1;116;23;13129;234;-261;495;156;-180;156;-180;478;77;17;52;213;60;213;60
0;-69;75;17;12218;134;-295;429;75;-235;75;-235;371;59;10;57;166;32;166;32
0;8;147;36;8634;228;-172;400;45;114;118;-102;510;57;32;18;150;104;125;132
0;-101;67;16;11946;112;-300;412;47;-251;51;-251;267;49;8;55;121;26;104;26
0;36;108;30;7940;218;-131;349;-59;-10;137;-65;413;47;20;24;130;73;118;123
0;163;181;47;7513;352;-29;381;248;119;259;66;247;48;3;77;140;18;120;29
0;-91;127;23;14655;190;-343;533;97;-178;97;-275;198;49;5;86;122;19;122;21
0;6;114;24;11892;227;-239;466;137;-79;148;-158;916;115;38;33;328;139;315;154
0;148;135;40;7427;314;-22;336;224;153;242;50;1271;125;89;10;341;290;341;307
0;-60;130;25;14001;210;-307;517;116;-134;116;-237;247;54;6;75;139;23;139;31
0;-33;98;21;12667;183;-279;462;108;-137;116;-207;693;103;23;44;273;85;241;97
0;-120;88;18;13417;130;-345;475;48;-284;53;-284;249;46;7;59;116;23;104;23
0;-70;105;19;15480;211;-328;539;34;-175;131;-262;326;42;18;31;112;54;106;64
0;-56;121;27;10900;160;-273;433;66;-56;80;-197;501;66;22;26;168;87;159;117
0;-22;103;24;11839;194;-230;424;111;-147;128;-173;512;102;20;60;252;66;232;75
0;91;135;29;11033;318;-135;453;204;-57;229;-57;595;97;12;54;256;48;235;48
0;70;66;34;4513;181;-9;190;40;129;129;15;1633;228;59;47;669;197;197;586
0;21;77;30;6456;149;-107;256;26;52;105;-58;2290;314;121;32;841;409;478;559
0;-108;56;15;10438;69;-284;353;19;-243;21;-243;473;72;18;45;196;63;170;63
0;162;126;39;7145;318;-1;319;83;168;252;68;1265;142;78;17;387;253;310;353
0;-105;79;16;14500;148;-325;473;68;-227;83;-278;186;34;7;56;86;22;82;25
0;-100;85;16;15014;161;-346;507;79;-226;93;-285;269;44;11;46;114;36;104;42
0;29;81;22;9553;211;-155;366;142;-48;150;-97;914;93;51;16;273;177;265;199
0;9;86;30;6561;162;-122;284;-29;35;94;-71;992;124;50;32;357;160;190;314
0;16;126;36;7620;196;-151;347;-34;14;110;-85;475;57;21;31;163;74;112;141
0;-5;120;24;12828;233;-267;500;150;-101;150;-181;705;93;34;32;249;112;249;124
0;-9;121;24;12577;217;-272;489;139;-81;139;-182;469;82;19;54;221;61;221;73
0;218;141;42;7010;390;61;329;307;244;308;133;203;44;2;66;93;9;74;54
0;10;129;30;10238;215;-210;425;133;-51;133;-128;561;99;21;60;277;72;277;81
0;-89;79;18;12141;124;-304;428;58;-248;58;-248;291;46;10;51;125;30;110;30
0;108;162;42;7843;312;-70;382;204;143;210;9;348;52;9;39;132;42;107;86
0;-105;68;16;11878;100;-310;410;39;-258;42;-258;383;60;16;44;157;51;144;51
0;-142;77;15;15120;119;-379;498;47;-325;52;-325;152;30;3;71;80;11;72;11
0;-110;91;16;15680;165;-373;538;83;-303;89;-305;278;48;7;59;133;25;119;27
0;136;166;39;8911;344;-73;417;227;20;250;20;469;74;10;58;214;38;204;38
0;125;153;36;9407;349;-76;425;194;173;247;4;163;22;7;31;59;29;47;32
0;-28;114;23;13085;202;-289;491;128;-105;128;-208;473;85;17;52;217;60;217;70
0;69;158;38;8603;302;-113;415;106;177;183;-39;256;32;16;20;82;53;62;57
0;-52;90;19;12601;169;-291;460;95;-208;104;-221;800;103;39;33;297;130;283;135
0;16;119;33;7917;198;-154;352;-81;12;115;-87;862;87;47;16;247;169;241;235
0;192;145;47;5731;337;33;304;249;167;259;113;264;48;4;64;135;22;117;32
0;-103;70;16;11908;111;-301;412;46;-251;50;-251;256;50;6;62;124;21;109;21
0;61;146;31;10664;298;-161;459;169;-80;197;-80;358;68;10;59;165;35;147;35
0;-124;86;16;15502;146;-379;525;69;-316;70;-316;264;43;6;57;123;23;107;23
0;-45;119;26;11064;176;-271;447;92;-105;92;-191;299;55;8;51;131;38;131;53
0;-74;97;18;14982;189;-340;529;103;-256;114;-268;390;67;12;54;176;41;166;44
0;179;156;44;7007;375;23;352;108;270;270;92;287;51;0;81;149;4;4;137
0;-139;53;14;11322;59;-315;374;-40;-278;8;-278;364;49;12;44;143;38;111;38
0;-126;90;16;15905;154;-388;542;72;-323;74;-323;277;45;7;57;130;27;114;27
0;9;122;25;11942;239;-247;486;153;-76;153;-155;783;90;33;31;261;114;261;139
0;-127;94;19;14237;129;-347;476;60;-241;60;-297;151;29;5;62;76;19;76;22
0;-124;75;16;13911;117;-335;452;52;-288;56;-288;165;30;5;64;82;17;69;17
0;-69;96;18;15368;202;-323;525;124;-168;124;-266;348;55;14;47;155;46;155;52
0;-5;101;28;8696;179;-173;352;60;-6;104;-118;630;78;24;30;209;95;159;169
0;-83;68;17;11460;110;-290;400;53;-236;53;-236;424;63;19;39;165;60;152;60
0;-102;85;16;15336;161;-359;520;81;-289;91;-295;256;42;10;49;111;31;105;33
0;-95;66;16;11319;99;-292;391;7;-244;42;-244;290;41;11;42;114;37;97;37
0;-52;114;26;10792;164;-267;431;86;-112;86;-188;353;64;12;48;150;48;150;60
0;108;179;43;8494;324;-91;415;210;149;218;-1;212;37;9;50;93;29;78;38
0;-44;118;26;10921;175;-269;444;91;-104;91;-189;294;51;8;48;125;37;125;55
0;92;110;28;9630;286;-96;382;211;-23;211;-38;947;99;45;21;284;164;284;165
0;29;65;30;5252;144;-70;214;35;79;98;-33;2211;333;86;37;820;318;348;623
0;200;125;39;6668;355;37;318;236;125;281;109;993;129;51;28;308;205;212;214
0;46;114;26;10444;254;-169;423;169;-96;174;-96;765;99;21;40;280;93;279;93
0;119;163;38;9124;342;-81;423;185;164;237;1;234;29;7;29;78;33;56;59
0;-81;89;17;15200;187;-322;509;94;-254;113;-270;287;46;11;51;123;36;121;38
0;13;105;21;12684;240;-239;479;166;-162;166;-162;698;98;26;44;285;91;285;91
0;91;163;39;8738;310;-107;417;182;-19;206;-19;356;62;8;57;161;27;134;27
0;-106;90;17;15258;162;-365;527;82;-295;85;-298;325;50;9;52;144;33;130;34
0;18;129;27;11748;246;-226;472;159;-47;159;-141;387;70;13;60;191;48;191;50
0;5;104;24;10804;200;-224;424;91;-74;133;-144;846;99;40;27;273;137;265;157
0;-38;109;23;12270;187;-282;469;103;-128;114;-205;841;111;38;31;303;134;296;156
0;33;113;26;10683;242;-187;429;155;-46;163;-112;760;85;35;25;245;128;241;143
0;-120;103;19;14965;153;-371;524;77;-155;77;-304;220;52;7;65;107;28;107;32
0;2;116;25;11827;221;-235;456;142;-66;142;-158;428;70;18;49;193;61;193;71
0;61;66;34;4397;163;-28;191;69;99;119;8;2875;442;112;38;1097;405;675;784
0;-140;74;15;15009;118;-372;490;48;-320;54;-320;136;28;3;70;72;10;65;10
0;32;69;28;6237;164;-78;242;34;96;114;-43;1325;183;60;34;485;203;241;362
0;98;179;47;6640;315;-59;374;22;182;186;16;586;90;5;60;258;38;40;251
0;112;116;31;9068;296;-73;369;109;-10;225;-10;1039;115;64;18;311;206;286;206
0;-125;86;16;15482;146;-380;526;68;-316;70;-316;272;44;7;57;126;26;110;26
0;171;132;40;7365;332;2;330;126;224;263;74;1411;161;82;20;436;263;317;407
0;-155;77;15;15237;112;-394;506;38;-340;41;-340;230;43;5;62;114;19;99;19
0;114;115;44;5282;267;7;260;58;182;189;58;619;118;1;88;331;8;18;331
0;-13;118;23;12989;227;-276;503;145;-175;145;-190;701;93;32;34;256;107;256;113
0;-84;111;20;14996;193;-339;532;109;-184;109;-271;322;52;16;43;132;49;132;56
0;-12;115;22;13823;229;-285;514;153;-94;153;-201;382;64;16;48;166;49;166;59
0;-44;125;28;11443;183;-259;442;100;-38;100;-189;400;62;13;45;167;52;167;76
0;199;105;38;6268;328;52;276;274;160;274;114;1438;155;89;16;422;298;422;356
0;-80;100;18;15698;205;-330;535;29;-194;127;-270;298;41;16;34;107;48;98;57
0;-98;85;17;15088;169;-330;499;81;-221;98;-279;183;34;6;56;85;21;82;27
0;-143;72;15;13351;95;-357;452;26;-304;32;-304;252;49;7;55;113;26;98;26
0;-14;116;22;13839;229;-287;516;152;-178;152;-204;507;80;19;49;219;64;219;69
0;-61;110;24;11883;166;-285;451;89;-131;89;-213;587;84;32;33;215;98;215;107
0;-102;70;17;11882;109;-301;410;45;-251;49;-251;272;51;7;60;128;24;113;24
0;115;168;40;8749;333;-80;413;221;157;230;4;224;33;7;38;84;31;68;48
0;-116;82;15;15352;151;-365;516;72;-301;81;-304;222;38;7;55;101;24;95;25
0;-5;105;24;10903;199;-232;431;79;-137;131;-153;1111;113;61;16;323;219;310;243
0;-1;120;37;6756;170;-150;320;-80;-11;85;-86;569;71;28;30;202;99;122;179
0;-84;95;18;14954;180;-346;526;95;-266;104;-276;391;65;12;53;175;42;164;44
0;6;172;42;7759;232;-173;405;-81;101;106;-93;595;72;28;26;201;100;116;195
0;193;180;53;6014;364;27;337;267;217;270;119;438;127;5;101;277;23;242;80
0;-3;124;24;13098;234;-265;499;150;-78;150;-183;414;66;18;48;186;58;186;66
0;-2;116;22;13791;238;-273;511;160;-81;160;-192;388;64;18;47;171;56;171;62
0;72;62;33;4287;174;-13;187;51;107;130;22;1438;202;62;38;563;201;268;450
0;52;128;28;11108;271;-183;454;173;-103;185;-103;823;111;20;48;324;78;323;78
0;16;116;24;12513;247;-232;479;145;-154;167;-154;410;70;14;55;184;52;182;52
0;-146;68;14;14781;118;-360;478;42;-317;51;-317;115;24;2;76;64;9;54;9
0;150;125;33;8440;330;-40;370;195;36;255;36;1138;134;51;27;365;180;294;180
0;-6;107;22;12385;218;-252;470;131;-99;144;-176;919;115;42;35;341;135;326;156
0;-92;118;22;14758;186;-345;531;97;-186;97;-277;281;55;10;64;146;31;146;38
0;-104;78;16;14648;157;-323;480;75;-228;89;-275;160;32;5;59;77;18;72;23
0;2;131;26;11952;237;-251;488;133;-84;146;-162;764;88;41;22;242;137;233;152
0;-12;110;22;13366;226;-274;500;150;-172;150;-195;695;100;24;44;281;90;281;91
0;38;81;32;5912;163;-84;247;83;97;115;-35;2169;298;122;32;788;394;446;518
0;-69;106;22;12973;172;-298;470;93;-150;93;-234;476;87;21;51;219;71;219;73
0;31;120;25;11901;255;-217;472;174;-134;174;-134;710;104;19;51;293;69;293;69
0;-22;109;27;9451;172;-220;392;95;-75;95;-148;491;64;18;32;172;73;172;126
0;-39;114;22;14481;217;-300;517;136;-230;136;-230;410;72;17;50;186;57;186;57
0;52;69;30;5423;172;-55;227;56;77;122;-16;2039;320;101;36;762;334;376;534
0;120;131;36;8295;298;-61;359;204;9;223;9;1099;125;73;15;323;241;321;241
0;-52;105;19;15448;216;-328;544;121;-165;139;-255;287;41;13;38;111;43;106;54
0;165;157;51;5198;311;9;302;216;141;226;93;381;80;6;88;230;22;200;33
0;67;150;32;10808;308;-159;467;178;-77;204;-77;305;61;5;70;156;23;135;23
0;39;161;41;7672;245;-140;385;135;69;140;-56;397;55;18;27;135;69;116;94
0;-56;121;24;13019;186;-310;496;104;-123;104;-228;235;50;7;67;125;26;125;34
0;91;111;30;9144;278;-90;368;184;-32;205;-32;964;104;52;21;304;177;296;177
0;-94;107;20;15366;182;-338;520;78;-102;106;-284;176;31;5;52;79;21;77;32
0;11;104;37;6143;167;-114;281;-59;33;90;-65;764;99;40;36;287;126;133;254
0;83;157;39;8450;294;-108;402;185;124;193;-25;290;50;13;44;123;45;104;52
0;214;174;57;4450;366;62;304;260;209;266;155;741;212;5;107;502;25;441;99
0;-44;105;20;14220;209;-307;516;118;-213;131;-236;477;72;16;49;202;53;198;58
0;18;133;34;8697;213;-174;387;125;-35;125;-97;565;98;20;57;267;71;267;80
0;-2;117;25;12055;218;-250;468;142;-144;142;-166;472;87;16;60;232;59;232;61
0;171;139;42;6983;330;2;328;258;177;258;78;1164;118;67;17;338;224;338;307
0;6;115;23;13102;240;-250;490;162;-172;162;-172;452;72;15;52;202;55;202;55
0;186;124;40;6812;334;26;308;95;237;270;95;1436;162;94;16;417;294;317;417
0;-145;88;16;15992;137;-399;536;57;-340;59;-340;207;38;5;64;104;18;90;18
0;20;108;22;12926;250;-237;487;175;-158;175;-158;545;87;17;52;240;63;240;63
0;72;111;30;9182;262;-107;369;187;-41;187;-50;925;100;50;19;273;164;273;176
0;-105;109;21;14624;164;-347;511;65;-224;88;-282;181;36;6;59;86;19;85;25
0;36;127;26;11915;261;-217;478;179;-130;179;-130;702;107;14;55;306;59;306;59
0;-6;124;25;12830;228;-266;494;145;-80;145;-182;432;70;19;49;196;60;196;68
0;-126;76;16;13309;116;-339;455;42;-285;49;-285;192;41;3;71;101;11;86;11
0;64;140;29;11755;302;-179;481;185;-95;210;-95;492;85;10;59;222;34;209;34
0;19;117;24;11933;241;-228;469;150;-70;162;-145;832;94;45;24;273;150;268;157
0;-147;83;16;15483;124;-390;514;48;-334;52;-334;164;32;3;72;87;11;77;11
0;-2;106;27;9637;193;-192;385;117;-57;117;-130;559;70;23;26;189;92;189;136
0;-67;119;22;14617;206;-312;518;121;-160;121;-248;305;57;10;62;151;33;151;44
0;113;119;30;9760;306;-85;391;214;-20;232;-20;993;109;50;22;311;176;299;176
0;47;115;27;10338;251;-169;420;173;-94;173;-94;750;97;21;40;274;92;274;92
0;-40;107;20;14249;214;-305;519;121;-208;135;-232;489;76;16;49;208;54;206;59
0;-143;67;14;13996;94;-355;449;33;-310;38;-310;127;25;4;71;67;12;58;12
0;33;106;25;10418;234;-179;413;153;-45;160;-108;779;86;39;22;242;133;236;160
0;12;123;26;11558;238;-232;470;153;-146;153;-146;765;90;32;30;261;121;261;121
0;161;123;38;7242;316;-1;317;80;166;252;66;1283;143;76;17;390;257;314;356
0;202;114;38;6397;342;48;294;210;162;279;114;1101;127;64;21;319;208;290;239
0;-90;65;16;11403;103;-294;397;46;-242;46;-242;407;61;18;40;158;57;145;57
0;-142;86;16;15845;136;-396;532;57;-336;59;-336;231;41;5;61;113;20;97;20
0;2;130;25;13331;248;-272;520;160;-183;160;-183;509;77;18;44;209;71;209;71
0;-43;102;21;12264;183;-281;464;100;-136;110;-208;786;104;39;32;286;131;278;140
0;-10;112;22;13035;226;-273;499;150;-171;150;-187;717;94;28;38;269;97;269;103
0;-132;73;16;13432;111;-345;456;37;-293;45;-293;205;42;3;72;108;11;91;11
0;24;106;23;11579;233;-213;446;152;-61;164;-136;896;115;51;26;306;155;297;187
0;39;151;37;8540;260;-145;405;77;-67;153;-67;451;63;23;37;179;72;125;72
0;14;101;33;6503;177;-125;302;-60;97;98;-64;892;127;45;38;357;142;145;328
0;33;127;26;12294;263;-224;487;182;-136;182;-136;638;103;13;58;286;52;286;52
0;-33;104;20;14168;210;-298;508;122;-130;139;-223;344;50;15;40;133;46;129;57
0;30;72;28;6484;164;-87;251;30;63;114;-50;1283;172;63;33;465;206;252;341
0;33;88;23;9871;223;-155;378;150;-46;158;-97;1051;101;66;11;292;219;290;241
0;-75;100;19;15279;201;-320;521;120;-244;120;-266;366;55;15;48;155;50;155;50
0;179;131;37;7572;346;0;346;177;267;273;77;1176;122;62;18;352;232;242;273
0;216;131;44;5688;356;62;294;278;155;282;136;512;121;13;70;229;49;177;49
0;88;172;40;8954;317;-113;430;181;-24;207;-24;370;71;9;65;182;28;139;28
0;-22;108;23;12325;192;-274;466;116;-125;122;-191;642;85;19;44;243;75;219;91
0;17;126;27;11345;235;-225;460;142;-67;154;-137;807;91;45;22;255;146;247;156
0;-13;110;22;13463;218;-279;497;149;-171;149;-197;448;84;15;57;211;50;211;54
0;-72;104;20;14497;193;-314;507;112;-232;112;-254;424;63;19;44;179;63;179;64
0;68;101;27;9379;259;-105;364;177;-48;185;-56;963;92;62;11;261;207;257;224
0;149;185;48;7333;343;-35;378;234;190;244;57;279;62;4;77;157;19;131;52
0;64;121;27;10925;278;-160;438;184;-86;197;-86;821;106;25;42;306;86;297;86
0;101;185;46;7713;307;-89;396;196;136;202;4;296;58;10;60;142;34;119;51
0;17;118;24;12847;253;-236;489;171;-159;171;-159;466;74;19;51;205;62;205;62
0;-105;102;22;12532;139;-317;456;60;-255;60;-255;506;82;26;41;212;83;212;83
0;-2;125;32;8271;189;-191;380;79;-44;101;-108;604;90;33;31;216;108;201;126
0;188;141;46;5833;326;25;301;248;124;256;107;348;65;7;66;164;30;148;32
0;83;146;34;9299;306;-113;419;153;-37;204;-37;314;33;18;17;96;65;80;65
0;-124;86;16;15448;145;-379;524;68;-315;70;-315;271;44;6;58;126;25;110;25
0;-36;116;22;14114;220;-304;524;136;-201;136;-227;511;82;19;47;218;64;218;65
0;78;160;41;7887;293;-94;387;21;107;184;-17;363;41;14;21;105;70;87;91
0;62;64;31;4802;166;-35;201;33;105;124;3;2310;342;98;37;873;323;448;701
0;5;111;24;11789;217;-229;446;143;-58;143;-156;440;73;17;50;199;60;199;73
0;-112;63;16;11330;85;-294;379;-11;-252;33;-252;242;36;6;51;105;20;79;20
0;-102;66;16;11838;105;-300;405;44;-253;46;-253;281;46;10;45;113;35;95;35
0;60;117;29;9768;267;-134;401;173;-61;182;-69;731;88;32;27;249;121;235;124
0;-147;71;14;14495;110;-371;481;36;-321;43;-321;216;44;4;69;113;13;96;13
0;190;144;52;4702;320;48;272;236;140;245;126;337;58;7;62;166;31;154;39
0;-124;82;17;13391;121;-343;464;44;-286;50;-286;223;44;5;66;110;17;96;17
0;24;119;26;11475;240;-216;456;151;-61;162;-133;933;104;51;24;309;168;299;182
0;-120;69;16;12024;101;-311;412;33;-264;40;-264;226;49;4;74;119;14;104;14
0;-123;83;18;13243;119;-341;460;44;-284;49;-284;226;45;6;63;109;20;95;20
0;-42;103;22;12264;184;-281;465;100;-136;110;-207;788;104;40;32;286;134;278;141
0;84;167;41;8098;295;-106;401;166;-16;191;-16;423;65;11;53;183;36;173;36
0;140;125;36;8042;311;-35;346;241;85;241;33;1096;113;76;12;314;251;314;251
0;61;157;44;6589;270;-80;350;-12;147;149;-18;428;66;13;46;179;48;59;162
0;-93;93;17;15467;178;-358;536;93;-283;103;-289;319;57;7;59;150;29;137;32
0;83;132;38;7312;288;-58;346;-3;175;180;-8;679;74;27;27;219;100;114;205
0;198;134;46;5804;331;44;287;268;163;268;120;1395;189;58;33;521;224;521;317
0;35;136;33;8954;236;-168;404;147;-14;147;-81;432;80;15;55;192;51;192;55
0;-48;89;20;12325;154;-288;442;91;-214;92;-215;662;94;24;45;266;78;235;95
0;74;115;29;9588;272;-119;391;193;-44;193;-55;1096;105;66;13;302;220;302;229
0;-62;96;17;15501;205;-331;536;114;-181;132;-263;256;41;10;42;103;35;96;46
0;-8;87;28;7297;156;-148;304;-54;27;88;-97;1093;159;46;38;418;149;180;340
0;-32;109;20;14208;215;-305;520;141;-201;141;-224;508;78;19;48;213;64;213;72
0;-103;76;16;13930;138;-318;456;63;-268;75;-271;222;38;8;52;99;27;94;28
0;-87;92;17;15318;180;-352;532;95;-275;106;-283;325;57;8;56;150;32;140;34
0;72;118;26;11261;286;-154;440;209;-82;209;-82;731;109;17;52;300;58;300;58
0;-12;99;27;8643;169;-187;356;54;-16;97;-124;633;76;25;28;211;99;166;162
0;6;113;25;11447;218;-230;448;131;-79;144;-152;1002;126;50;27;346;171;335;210
0;-9;92;28;7626;171;-150;321;-99;-15;90;-105;1039;137;57;30;380;192;219;365
0;193;135;35;8649;397;21;376;104;231;307;86;139;18;3;37;47;15;33;43
0;35;135;32;9281;239;-172;411;151;-17;151;-86;413;78;14;59;191;47;191;49
0;-75;84;17;14534;175;-314;489;93;-188;109;-259;247;41;9;49;106;30;101;35
0;106;133;32;9334;331;-76;407;94;223;230;-11;281;34;17;22;94;57;59;59
0;-142;74;16;13300;96;-357;453;26;-303;31;-303;259;50;8;57;118;27;102;27
0;74;98;26;9583;260;-114;374;32;-45;192;-54;960;101;64;13;279;214;222;236
0;98;115;30;9364;288;-90;378;194;-29;214;-29;932;102;50;22;297;173;280;173
0;107;123;30;9960;308;-101;409;218;-29;229;-29;935;113;30;38;326;107;318;107
0;-7;108;22;12406;217;-255;472;130;-101;143;-178;902;114;39;35;336;131;320;150
0;124;166;41;8335;326;-74;400;233;19;233;19;409;69;9;63;189;28;189;28
0;-112;67;16;11857;90;-318;408;31;-265;34;-265;468;67;22;38;183;70;170;70
0;-93;68;17;11307;98;-294;392;42;-241;44;-241;409;61;19;40;164;62;154;62
0;59;98;25;9730;249;-130;379;-37;42;178;-70;957;109;60;18;292;199;216;268
0;-49;89;19;12638;163;-290;453;96;-155;102;-220;724;100;30;41;288;100;265;109
0;61;137;28;11886;301;-181;482;183;-99;209;-99;429;80;8;64;201;28;186;28
0;-63;100;19;14509;194;-325;519;106;-237;117;-253;452;76;16;51;198;52;191;54
0;35;64;30;5301;155;-55;210;39;84;106;-25;1509;158;85;19;448;315;317;421
0;-142;52;13;11389;56;-320;376;-44;-282;5;-282;381;51;13;44;150;41;118;41
0;175;168;46;6830;378;19;359;106;262;262;89;192;38;1;79;105;3;3;100
0;-6;107;22;12427;216;-255;471;132;-100;144;-178;934;117;45;33;341;143;327;166
0;161;136;40;7467;324;-14;338;77;216;254;61;1486;169;88;19;449;280;334;426
0;83;165;41;7742;308;-85;393;-6;181;186;-12;251;29;9;28;83;38;46;76
0;-20;101;30;7451;162;-171;333;-104;-72;75;-112;761;83;51;17;234;164;188;224
0;4;120;23;13094;242;-261;503;160;-174;160;-174;439;68;17;47;188;59;188;59
0;-60;101;19;14494;196;-323;519;108;-233;120;-250;461;79;16;51;203;53;196;56
0;7;128;25;12203;243;-255;498;154;-144;154;-161;743;87;31;32;258;114;258;120
0;173;177;49;6818;344;-12;356;248;101;259;84;352;63;9;59;161;34;140;39
0;-55;124;26;11870;174;-289;463;92;-120;92;-210;248;46;7;55;118;32;118;45
0;-131;77;15;15277;136;-369;505;59;-314;67;-314;194;35;6;57;92;20;85;20
0;-80;94;17;15258;181;-351;532;95;-267;109;-279;318;50;12;48;136;40;133;43
0;-112;86;16;15496;157;-367;524;77;-301;85;-304;221;38;6;60;106;20;98;22
0;-27;106;22;12058;191;-272;463;121;-116;121;-193;967;135;45;36;362;149;362;163
0;128;159;47;6168;325;-9;334;58;210;210;58;845;170;2;85;446;15;15;446
0;-26;107;22;12319;192;-280;472;114;-130;117;-194;586;83;19;45;226;68;215;83
0;-50;104;21;14102;196;-289;485;105;-135;129;-229;401;81;18;58;191;56;185;62
0;-49;96;19;13786;191;-307;498;112;-220;120;-233;476;72;15;50;204;53;196;57
0;123;124;31;9652;318;-82;400;221;-8;242;-8;1024;130;35;37;357;119;330;119
0;169;195;50;7247;372;-16;388;250;165;261;77;254;61;3;81;148;16;121;47
0;-95;110;22;13820;168;-328;496;85;-189;85;-264;420;69;21;43;178;67;178;71
0;-24;109;21;13768;213;-294;507;142;-186;142;-212;426;74;16;49;188;56;188;60
0;54;99;26;9559;247;-121;368;164;-64;172;-72;950;94;63;11;269;203;258;221
0;175;169;50;5889;344;11;333;242;166;248;99;571;149;5;85;315;42;294;116
0;-51;95;20;12231;175;-283;458;93;-148;103;-213;714;96;38;34;267;119;258;123
0;-100;65;16;11812;107;-297;404;45;-250;48;-250;293;47;11;43;115;38;97;38
0;117;163;37;9611;339;-96;435;216;-6;242;-6;486;80;11;61;229;34;208;34
0;28;169;41;8107;236;-171;407;133;-76;133;-76;418;71;11;55;186;43;186;43
0;226;159;42;7897;420;47;373;325;260;328;128;78;15;0;61;30;3;21;28
0;88;152;33;10576;325;-131;456;194;-50;223;-50;428;79;8;66;212;27;181;27
0;39;70;28;5988;175;-71;246;3;96;117;-34;1812;265;74;44;721;225;239;614
0;-62;113;21;15795;216;-321;537;109;-57;139;-262;212;35;6;49;92;24;87;40
0;85;113;29;9635;283;-100;383;195;-31;205;-44;892;100;38;23;271;149;264;155
0;179;132;40;7184;339;10;329;219;263;268;83;1257;142;70;16;350;256;270;341
0;-135;77;15;15207;127;-374;501;54;-319;60;-319;170;32;5;63;86;15;78;15
0;-29;115;21;14304;226;-304;530;145;-122;145;-222;481;85;14;59;224;48;224;56
0;-138;83;15;15478;132;-387;519;56;-328;58;-328;239;42;5;63;116;20;100;20
0;-148;86;16;15906;133;-400;533;53;-341;56;-341;203;37;5;65;101;18;88;18
0;-40;113;21;14509;216;-298;514;136;-230;136;-230;416;74;17;51;190;57;190;57
0;4;116;24;12091;230;-244;474;136;-84;149;-163;893;111;34;34;323;133;313;145
0;-97;65;16;11764;110;-294;404;47;-247;50;-247;297;49;11;46;119;37;101;37
0;6;134;33;8406;207;-195;402;110;-37;110;-103;582;96;20;54;262;80;262;81
0;-66;76;17;12105;134;-293;427;75;-229;75;-229;502;75;18;48;208;58;208;58
0;1;115;29;9058;193;-201;394;-109;-48;111;-122;521;57;20;24;156;84;153;146
0;-50;109;22;13246;192;-288;480;113;-128;113;-222;469;83;21;48;211;68;211;73
0;-6;118;23;13289;230;-269;499;154;-161;154;-186;483;82;16;52;219;59;219;63
